Result,Result Count,Machine,Materials
COLORED_ENDER_CHEST_BIG_14_4_9,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_4_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_4_10,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_4_10,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_4_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_4_11,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_4_11,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_4_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_4_12,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_4_12,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_4_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_4_13,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_4_13,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_4_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_4_14,1,ancient_altar,"{'Red Wool': 2, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_4_14,1,ancient_altar,"{'Red Wool': 2, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_4_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_4_15,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_4_15,1,ancient_altar,"{'Red Wool': 1, 'Yellow Wool': 1, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_4_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_0,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_0,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_1,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Orange Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_1,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Orange Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_2,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Magenta Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_2,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Magenta Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_3,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_3,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_4,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_4,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_5,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_5,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_6,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_6,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_7,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_7,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_8,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_8,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_9,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_9,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_10,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_10,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_11,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_11,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_12,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_12,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_13,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_13,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_14,1,ancient_altar,"{'Red Wool': 2, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_14,1,ancient_altar,"{'Red Wool': 2, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_5_15,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_5_15,1,ancient_altar,"{'Red Wool': 1, 'Lime Wool': 1, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_5_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_0,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_0,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_1,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Orange Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_1,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Orange Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_2,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Magenta Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_2,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Magenta Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_3,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_3,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_4,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_4,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_5,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_5,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_6,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_6,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_7,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_7,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_8,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_8,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_9,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_9,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_10,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_10,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_11,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_11,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_12,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Brown Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_12,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Brown Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_12': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_13,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Green Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_13,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Green Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_13': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_14,1,ancient_altar,"{'Red Wool': 2, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_14,1,ancient_altar,"{'Red Wool': 2, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_14': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_6_15,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Black Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_6_15,1,ancient_altar,"{'Red Wool': 1, 'Pink Wool': 1, 'Black Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_6_15': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_0,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'White Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_0,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'White Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_0': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_1,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Orange Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_1,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Orange Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_1': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_2,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Magenta Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_2,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Magenta Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_2': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_3,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Light Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_3,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Light Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_3': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_4,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Yellow Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_4,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Yellow Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_4': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_5,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Lime Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_5,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Lime Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_5': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_6,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Pink Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_6,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Pink Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_6': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_7,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 2, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_7,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 2, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_7': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_8,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Light Gray Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_8,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Light Gray Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_8': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_9,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Cyan Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_9,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Cyan Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_9': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_10,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Purple Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_10,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Purple Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_10': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
COLORED_ENDER_CHEST_SMALL_14_7_11,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Blue Wool': 1, 'Obsidian': 3, 'Chest': 1, 'ANCIENT_RUNE_ENDER': 2}"
COLORED_ENDER_CHEST_BIG_14_7_11,1,ancient_altar,"{'Red Wool': 1, 'Gray Wool': 1, 'Blue Wool': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'COLORED_ENDER_CHEST_SMALL_14_7_11': 1, 'ANCIENT_RUNE_ENDER': 2, 'GOLD_24K': 1}"
